ma_bds,address,total_price,price_per_m2,loại hình,chiều ngang,chiều dài,hướng cửa chính,số phòng ngủ,số phòng tắm,số tầng,diện tích đất công nhận,diện tích sử dụng,đường trước nhà,property_type,area_calculated,latitude,longitude,center_distance_km,địa chỉ chi tiết,diện tích tim tường,nội thất,tên dự án / tòa nhà,tình trạng sử dụng
377K7Q,"Thửa 769 - tờ 71 Thới Tam Thôn 17, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",4099999.999999999,51.18,Đất,5.01m,16.03m,Đông,,,,,,,land,80109.41774130518,10.883842609849532,106.5993160010122,15.854605506199457,,,,,
2MX95Z,"Thửa 763 - Tờ 16 Lê Thị Sớm, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1350000.0,10.31,Đất,5m,27.3m,Tây Nam,,,,,,,land,130940.83414161007,11.016141789580512,106.4917766831827,34.59624773411199,,,,,
KFE6VC,"Thửa 904 - Tờ 8 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2500000.0,18.79,Đất,4.97m,26.99m,Tây Nam,,,,,,,land,133049.49441192125,11.000529483245666,106.51351706697741,31.741911691795117,,,,,
DECM6H,"Thửa 738 - Tờ 16 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2650000.0,12.89,Đất,5m,41.37m,Tây Nam,,,,,,,land,205585.7253685027,11.00910672333296,106.48766128214372,34.313538144578715,,,,,
5HYZ27,"Thửa 737 - Tờ 16 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2650000.0,12.76,Đất,5m,41.8m,Tây Nam,,,,,,,land,207680.25078369907,11.01691729071154,106.49355027886722,34.53466152630883,,,,,
EJFD24,"Thửa 764 - Tờ 31 Nguyễn Kim Cương, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2200000.0,13.58,Đất,5.2m,31.37m,Tây Bắc,,,,,,,land,162002.94550810015,11.014256735007772,106.5042726665173,33.55597672415354,,,,,
YBH6GD,"Thửa 526 - Tờ 17 Lý Thị Chừng, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",2400000.0,9.93,Đất,5m,49.22m,Tây Bắc,,,,,,,land,241691.84290030212,11.00699004051733,106.5013004383709,33.14979601190945,,,,,
020EN9,"Thửa 662 - Tờ 126 Tỉnh Lộ 15, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1290000.0,11.33,Đất,5m,22.38m,Tây Nam,,,,,,,land,113857.01676963812,10.996400854649963,106.50924780093885,31.69561225316703,,,,,
SAUPB5,"23A8 Xô Viết Nghệ Tĩnh, P.25, Q.Bình Thạnh, TP.HCM",18000000.0,277.77,Đất,4m,18m,Đông Nam,,,,,,,land,64801.814450804624,10.798179340978088,106.69989233409314,2.036851448068316,,,,,
C46WNB,"Thửa 619 - Tờ 19 TL 43, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",6500000.0,45.1,Đất,7.02m,20.64m,Đông Nam,,,,,,,land,144124.16851441242,10.852770135208946,106.74381972449912,9.442864403839092,,,,,
K0RP0C,"63/7 Thạnh Lộc 40, P.Thạnh Lộc, Q.12, TP.HCM",8400000.0,46.38,Đất,,,Tây Nam,,,,,,,land,181112.54851228977,10.773331279794522,106.69964990526624,0.717099056598022,,,,,
5B9TW7,"427/16H Trần Xuân Soạn, P.Tân Hưng, Q.7, TP.HCM",8800000.0,104.01,Đất,,,Đông Bắc,,,,,,,land,84607.24930295163,10.742252743082949,106.74421366049015,6.454487750107718,,,,,
SDFTY5,"Thửa 765 - Tờ 6 Hồ Văn Tắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1900000.0,13.31,Đất,5.6m,29.72m,Tây Bắc,,,,,,,land,142749.81217129977,10.803659445283984,106.63867955372741,7.10865223181608,,,,,
9TM4TP,"Thửa 1280-3 - Tờ 94 đường số 6, P.Long Bình, TP.Thủ Đức, TP.HCM",3190000.0,63.29,Đất,4.1m,12.49m,Đông,,,,,,,land,50402.907252330544,10.847484254125247,106.76805877417729,10.633095494048204,,,,,
7KET4A,"Thửa 1280-1 - Tờ 94 đường số 6, P.Long Bình, TP.Thủ Đức, TP.HCM",3360000.0,63.03,Đất,4.08m,12.82m,Đông,,,,,,,land,53307.94859590671,10.843763089775594,106.75335959575557,9.240291777002879,,,,,
PNTHPG,"Thửa 1096 - Tờ 55 Nguyễn Thị Dưỡng, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",1900000.0,21.27,Đất,4.8m,19.32m,Tây Bắc,,,,,,,land,89327.69158439117,11.01678153415535,106.5100312424996,33.37892107595508,,,,,
UY51NS,"Thửa 750 - Tờ 31 Nguyễn Kim Cương, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2200000.0,13.42,Đất,5.2m,31.74m,Tây Bắc,,,,,,,land,163934.4262295082,11.017844873403833,106.50242609592726,33.99089341733375,,,,,
SYSCU5,"Thửa 538 - Tờ 174, hẻm 204 Lê Trọng Tấn, P.Tây Thạnh, Q.Tân Phú, TP.HCM",3350000.0,72.35,Đất,6.39m,8.11m,Tây,,,,,,,land,46302.69523151348,10.801736874335482,106.61887820312529,9.095597912678736,,,,,
5Y9E87,"Thửa 663 - Tờ 16 đường Tỉnh Lộ 7, Xã Thái Mỹ, H.Củ Chi, TP.HCM",2900000.0,8.85,Đất,5.15m,66.53m,Đông Nam,,,,,,,land,327683.6158192091,11.00624380224024,106.51596239372849,32.06300063372317,,,,,
QA893U,"Thửa 416 - Tờ 138, 1PN 98/2 Lạc Long Quân, P.10, Q.Tân Bình, TP.HCM",5200000.0,103.58,Đất,5.75m,9.28m,Tây Nam,,,,,,,land,50202.74184205445,10.808183592304747,106.65225126367075,6.003099859731905,,,,,
3760PQ,"Thửa 415 - Tờ 138, 1PN 98/2 Lạc Long Quân, P.10, Q.Tân Bình, TP.HCM",4600000.0,98.5,Đất,5.19m,9.82m,Tây Nam,,,,,,,land,46700.507614213195,10.810600548095401,106.66207669585924,5.286674966461758,,,,,
QA1KTU,"Thửa 1029 - Tờ 217, 413/74 Lê Văn Quới, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",8199999.999999999,118.32,Đất,5m,13.3m,Đông Nam,,,,,,,land,69303.58350236645,10.772953237436463,106.59806406762716,11.068162663858734,,,,,
5HTW17,"Thửa 571 - Tờ 18 Nguyễn Thị Dòn, Xã Nhuận Đức, H.Củ Chi, TP.HCM",1450000.0,11.79,Đất,5m,24.97m,Bắc,,,,,,,land,122985.58100084818,11.005919172888309,106.50147768876151,33.04744004700592,,,,,
A4GZPY,"66A Hẻm 64, P.Long Thạnh Mỹ, TP.Thủ Đức, TP.HCM",6400000.0,102.56,Đất,,,Đông Nam,,,,,,,land,62402.49609984399,10.836433228046712,106.75597454190205,8.834342829243262,,,,,
DEA6AH,"Thửa 703 - Tờ 41 Xuân Thới Sơn 32, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",2550000.0,28.33,Đất,5m,18m,Đông Nam,,,,,,,land,90010.58948111543,10.89349401223148,106.60719148123599,16.094818133822177,,,,,
PN4D6G,"Thửa 511 - Tờ 31 Bùi Thị Điệt, Xã Phạm Văn Cội, H.Củ Chi, TP.HCM",3500000.0,7.36,Đất,9.1m,52.9m,Đông Nam,,,,,,,land,475543.47826086957,11.01260652254619,106.5159591399266,32.6159053739308,,,,,
5HWY17,"Thửa 587 - Tờ 58, 26/1 Trương Phước Phan, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5700000.0,84.82,Đất,4.5m,15.05m,Đông Bắc,,,,,,,land,67201.13180853573,10.775624774277377,106.60559934068547,10.228520920949817,,,,,
J21990,"Thửa 586 - Tờ 58, 26/1 Trương Phước Phan, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5700000.0,84.07,Đất,4.5m,15.19m,Đông Bắc,,,,,,,land,67800.64232187463,10.769837404923553,106.61638509394729,9.105356761383714,,,,,
9Z9F3P,"1B đường số 3, P.Linh Xuân, TP.Thủ Đức, TP.HCM",13500000.0,110.73,Đất,9.75m,14.1m,Đông Bắc,,,,,,,land,121918.17935518829,10.853531443734994,106.74050330357552,9.333441954708526,,,,,
6U6UV8,"Thửa 670 - tờ 14 Lê Văn Quới, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5350000.0,88.28,Đất,4m,14.9m,Đông,,,,,,,land,60602.628001812416,10.758912173011087,106.61480794304951,9.496229682304747,,,,,
SDUHU5,"Thửa 546 - tờ 33 Đỗ Văn Dậy 16, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",4300000.0,26.51,Đất,8.37m,18.21m,Đông Bắc,,,,,,,land,162202.94228592984,10.888543518383432,106.59876471074486,16.27653202286021,,,,,
37YXWQ,"Thửa 527 - Tờ 51 Nguyễn Thị Hẹ, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",1890000.0,3.19,Đất,13.5m,45.24m,Đông Nam,,,,,,,land,592476.4890282132,11.019915136953742,106.49438643852429,34.72816343785977,,,,,
QADMCU,"Thửa 526 - Tờ 51 Nguyễn Thị Hẹ, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",1770000.0,3.24,Đất,13.4m,42.89m,Đông Nam,,,,,,,land,546296.2962962963,11.018590498594703,106.51473311507766,33.22203388359329,,,,,
PNMFZG,"Thửa 525 - Tờ 51 Nguyễn Thị Hẹ, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",1740000.0,3.24,Đất,14.45m,39.4m,Đông Nam,,,,,,,land,537037.037037037,10.998041228074747,106.4947323160976,32.889349652567084,,,,,
ACE8UY,"Thửa 524 - Tờ 51 Nguyễn Thị Hẹ, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",1700000.0,3.33,Đất,12.81m,41.02m,Đông Bắc,,,,,,,land,510510.5105105105,11.014480031112782,106.503407089765,33.63515504911721,,,,,
4J40XF,"Thửa 672 - tờ 14 Lê Văn Quới, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",5350000.0,90.37,Đất,4m,14.84m,Đông,,,,,,,land,59201.06229943565,10.758810756397338,106.5982878415517,11.25972683266646,,,,,
6U6S78,"Thửa 671 - tờ 14 Lê Văn Quới, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5350000.0,89.91,Đất,4m,14.87m,Đông,,,,,,,land,59503.94839283729,10.767765009475202,106.60386170913307,10.492917830579064,,,,,
6QN7S8,"Thửa 668 - Tờ 11 Thới Tam Thôn 9, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",27000000.0,40.06,Đất,10m,72.82m,,,,,,,,land,673989.016475287,10.888420249338928,106.58457681290555,17.35001201711966,,,,,
ACN2EY,"Thửa 697 - Tờ 33 Nguyễn Thị Đăng, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2650000.0,25.52,Đất,5.11m,20.56m,Tây Bắc,,,,,,,land,103840.12539184953,11.005140929792333,106.51201206587737,32.23994860124399,,,,,
9TZZAP,"31/31A9 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",6700000.0,67.0,Đất,4m,25.12m,Đông Nam,,,,,,,land,100000.0,10.784574226258016,106.61160518904629,9.575836116165656,,,,,
2XBA5Z,"Thửa 623 - Tờ 300, 532/1/68 Kinh Dương Vương, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",5390000.0,57.7,Đất,4.93m,19.03m,Đông Nam,,,,,,,land,93414.21143847487,10.76875605128062,106.591921139454,11.777615451439475,,,,,
7DVW9A,"hẻm 58F Bưng Ông Thoàn, Phú Hữu, Q.9, TP.HCM",4900000.0,0.8,Đất,4.001m,15.403m,Tây Nam,,,,,,,land,6125000.0,10.831824722405432,106.82031711288545,14.459194042791257,,,,,
87SNB3,"Thửa 740 - Tờ 64 đường Tỉnh Lộ 15, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2300000.0,19.93,Đất,5.85m,19.58m,Đông Bắc,,,,,,,land,115403.9136979428,10.996216418268842,106.48769300582137,33.2712730608417,,,,,
PNMP1G,"Thửa 539 - Tờ 19, 661/11 (Số nhà cũ: 62B hẻm) Lũy Bán Bích, P.Phú Thạnh, Q.Tân Phú, TP.HCM",6800000.0,107.93,Đất,3.45m,18.61m,Đông Bắc,,,,,,,land,63003.79875845455,10.800673509076226,106.62507672974604,8.411190303137042,,,,,
1U5776,"Thửa 551 - Tờ 18, Một phần nhà 316/6 Hương Lộ 80, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",4800000.0,46.87,Đất,5m,20.77m,Đông Bắc,,,,,,,land,102410.9238318754,10.776706165948632,106.59780426555551,11.075918006207576,,,,,
DEBWJH,"31/31B3 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",6650000.0,69.34,Đất,4m,24.08m,Đông Nam,,,,,,,land,95904.2399769253,10.780578521181024,106.63542144234762,6.957058710260491,,,,,
SDYYM5,"31/31B2 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",6650000.0,68.84,Đất,4m,24.49m,Đông Nam,,,,,,,land,96600.81348053456,10.785419097004022,106.6398986772051,6.496748063019855,,,,,
85SSP3,"31/31B1 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",6800000.0,69.74,Đất,4m,24.49m,Đông Nam,,,,,,,land,97505.01864066534,10.776947853143481,106.63415633092703,7.101847131262707,,,,,
0XSQQ9,"5 Thạch Lam, P.Phú Thạnh, Q.Tân Phú, TP.HCM",7100000.0,106.6,Đất,,,Đông Nam,,,,,,,land,66604.12757973734,10.801241125520646,106.62625730237774,8.304838015913306,,,,,
5K2HM7,"Thửa 951 - tờ 35 Ngô Chí Quốc, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",3600000.0,64.4,Đất,4m,14.15m,Đông Bắc,,,,,,,land,55900.621118012416,10.862469718757769,106.73953077924148,10.162034418156837,,,,,
9TM01P,"31/31B6 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",7150000.0,69.08,Đất,4.5m,23.41m,Đông Nam,,,,,,,land,103503.1847133758,10.797734026926152,106.61460387678459,9.444063962931066,,,,,
EJPBP4,"31/31B5 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",7200000.0,68.05,Đất,4.5m,23.62m,Đông Nam,,,,,,,land,105804.55547391625,10.789784642282173,106.63028831284149,7.598723420041081,,,,,
UYKQAS,"31/31B4 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",7300000.0,66.84,Đất,4.6m,23.89m,Đông Nam,,,,,,,land,109216.0383004189,10.780611881908404,106.61584050021399,9.098487458096777,,,,,
85YNY3,"Thửa 1280-4 - Tờ 94 đường số 6, P.Long Bình, TP.Thủ Đức, TP.HCM",3570000.0,64.79,Đất,6.14m,12.16m,Đông Nam,,,,,,,land,55101.09584812471,10.836353864159873,106.7494457017471,8.339831545921758,,,,,
37DNJQ,"Thửa 704 - Tờ 7, hẻm 255 Võ Văn Hát, P.Long Trường, TP.Thủ Đức, TP.HCM",40000000.0,37.2,Đất,48.99m,27.34m,Đông Nam,,,,,,,land,1075268.817204301,10.86435071029223,106.75662063431243,11.276649548667292,,,,,
7KEDZA,"Thửa 553 - Tờ 18, Một phần nhà 316/6 Hương Lộ 80, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",4600000.0,51.86,Đất,4.5m,19.98m,Đông Bắc,,,,,,,land,88700.3470883147,10.751095899951753,106.60358015059535,10.911092237121878,,,,,
YB4YND,"Thửa 552 - Tờ 18, Một phần nhà 316/6 Hương Lộ 80, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",4600000.0,50.88,Đất,4.5m,20.35m,Đông Bắc,,,,,,,land,90408.80503144654,10.77338360823052,106.60207703546719,10.627048824206794,,,,,
0Z2239,"23/25/1 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",6700000.0,67.54,Đất,4m,24.92m,Đông Nam,,,,,,,land,99200.47379330765,10.78792571386352,106.61359150521307,9.387171221290279,,,,,
85PUU3,"Thửa 819 - Tờ 438, 881/9 Quốc lộ 1A, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",4350000.0,71.78,Đất,7.16m,12.33m,Tây Nam,,,,,,,land,60601.83895235442,10.77922968771408,106.60941505594069,9.800978790478501,,,,,
ACGTRY,"Thửa 235 - Tờ 37 hẻm 247 Hà Huy Giáp, P.An Phú Đông, Q.12, TP.HCM",13600000.0,83.84,Đất,5.5m,18.63m,Bắc,,,,,,,land,162213.74045801527,10.762201960689216,106.70878869728357,2.2186317405779414,,,,,
QA730U,"Thửa 358 - Tờ 70, MPN 197/92 Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú, TP.HCM",5090000.0,139.83,Đất,4m,9.1m,Tây Bắc,,,,,,,land,36401.34448973754,10.779774932329676,106.61961654791583,8.685062039705729,,,,,
PZU66G,"Thửa 412 - Tờ 21 đường Đặng Văn Sâm, P.2, Q.Tân Bình, TP.HCM",11600000.0,310.16,Đất,5.96m,8.36m,Đông Bắc,,,,,,,land,37400.051586278045,10.810960043413807,106.66035706644905,5.456821278896571,,,,,
RG1HQJ,"Thửa 306 - Tờ 58 hẻm Đường Trần Thị Trọng, P.15, Q.Tân Bình, TP.HCM",6000000.0,65.43,Đất,5m,19.63m,Đông Bắc,,,,,,,land,91701.05456212745,10.789646888483631,106.64528387627955,5.9781535347791275,,,,,
UYCC3S,"Thửa 524 - Tờ 144, 24/11/2 Bình Trị Đông, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",5400000.0,58.37,Đất,6.72m,14.01m,Tây Nam,,,,,,,land,92513.27736851122,10.779772474201353,106.59368330213995,11.521326122579554,,,,,
E0FXK4,"56/38 Trần Bình Trọng, P.5, Q.Bình Thạnh, TP.HCM",7200000.0,137.66,Đất,4.43m,15.38m,Tây Nam,,,,,,,land,52302.774952782216,10.821087162112413,106.72124515739621,5.174470136266271,,,,,
92JC1P,"Thửa 55 - tờ số 33, Xã Bình Mỹ, H.Củ Chi, TP.HCM",8500000.0,19.99,Đất,6.45m,63.91m,Tây Nam,,,,,,,land,425212.6063031516,11.012849239798824,106.51436070142529,32.74455679923317,,,,,
DFN32H,"Thửa 312 - tờ 67 Hẻm 45 Thạnh Xuân 33, P.Thới An, Q.12, TP.HCM",7500000.0,37.38,Đất,7.5m,26.6m,Tây,,,,,,,land,200642.05457463884,10.78387543031706,106.71166737632413,1.454496041579648,,,,,
371SUQ,"Thửa 2608 - Tờ 47 hẻm đường Thẩm Thệ Hà, P.Đông Hưng Thuận, Q.12, TP.HCM",8199999.999999999,103.79,Đất,4m,19.75m,Tây Nam,,,,,,,land,79005.68455535214,10.76495130798415,106.69562902813732,1.682385745722387,,,,,
SDCDX5,"Thửa 26 - Tờ 89, 328 + 314/1 + 326/1 Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú, TP.HCM",26500000.0,94.1,Đất,6.01m,40.7m,Nam,,,,,,,land,281615.302869288,10.787065888931068,106.6201299880195,8.666306632142172,,,,,
Y4U00D,"ấp cây trắc, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",3800000.0,7.5,Đất,10m,50.6m,Đông Nam,,,,,,,land,506666.6666666667,11.010161268372778,106.50388713562033,33.23421067925641,,,,,
YBW6FD,"Thửa 215 - Tờ 18 Tân Hiệp 12-7, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",2480000.0,33.74,Đất,5m,14.89m,,,,,,,,land,73503.26022525193,10.886596028761684,106.60632117873759,15.567726321529895,,,,,
SD78G5,"Thửa 859 - Tờ 9 hẻm đường Lê Văn Khương, P.Hiệp Thành, Q.12, TP.HCM",4550000.0,76.34,Đất,4m,15m,Đông Nam,,,,,,,land,59601.78150379879,10.785700717923673,106.69091277193196,1.1026800196819595,,,,,
85UVE3,"Thửa 547 - Tờ 6 hẻm đường Trần Quang Đạo, Xã Bình Khánh, H.Cần Giờ, TP.HCM",1800000.0,14.51,Đất,5m,24.5m,Tây Bắc,,,,,,,land,124052.37767057202,10.418836836961338,106.91224299949891,46.243139239525036,,,,,
5HKZ97,"Thửa 566 - tờ 69 Đông Thạnh 8-1, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",4390000.0,32.63,Đất,5m,27.17m,Tây Bắc,,,,,,,land,134538.76800490345,10.870600645753354,106.59297764870459,15.34260411557752,,,,,
5HJY17,"Thửa 461 - Tờ 34 hẻm Đường XXT 2, Xã Xuân Thới Thượng, H.Hóc Môn, TP.HCM",3150000.0,32.3,Đất,5m,19.56m,Tây Nam,,,,,,,land,97523.2198142415,10.869257647236958,106.59377240576674,15.17977055960987,,,,,
5HKT27,"Thửa 712 - tờ 56 Đông Thạnh 8-1, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",4800000.0,44.52,Đất,5m,21.61m,Tây Nam,,,,,,,land,107816.71159029649,10.885174275359818,106.58756268636256,16.865902386250912,,,,,
CWR8TB,"Thửa 711- tờ 56 Đông Thạnh 8-1, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",4800000.0,44.32,Đất,5m,21.7m,Tây Nam,,,,,,,land,108303.24909747293,10.896227104600024,106.60416179450023,16.537894196979867,,,,,
WZ38SR,"306/20 Nguyễn Thái Sơn, P.05, Q.Gò Vấp, TP.HCM",7200000.0,94.86,Đất,,,Tây Bắc,,,,,,,land,75901.32827324478,10.821979596312191,106.68970946371016,4.7772425556519105,,,,,
J2SQM0,"Thửa 641 - Tờ 1 Bờ Kênh Trung Đông 8, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",1850000.0,9.32,Đất,25.88m,11.37m,,,,,,,,land,198497.8540772532,10.883874134836491,106.58622096683241,16.87379717347098,,,,,
UA5H5S,"Thửa 912 - Tờ 69 đường số 36A Khu C, P.An Phú, TP.Thủ Đức, TP.HCM",60000000.0,300.0,Đất,10m,20m,Tây,,,,,,,land,200000.0,10.836577701741756,106.76320346671467,9.418985141247559,,,,,
EJ7CS4,"Thửa 708 - tờ 190 Xuân Thới Thượng 9, Xã Bà Điểm, H.Hóc Môn, TP.HCM",3200000.0,37.86,Đất,4.23m,19.12m,Tây Nam,,,,,,,land,84521.92287374538,10.878453518084221,106.6082426549906,14.753634221323798,,,,,
QADDZU,"MP 38/8 (Thửa 1003) Trần Thị Hè, khu phố 4, P.Hiệp Thành, Q.12, TP.HCM",5450000.0,84.36,Đất,4m,16.16m,Tây Nam,,,,,,,land,64604.0777619725,10.78117576187837,106.70390365523384,0.5549858835833917,,,,,
Q5MAPU,"201/5/1 Mã Lò, P.Bình Trị Đông A, Q.Bình Tân, TP.HCM",4500000.0,89.46,Đất,4.25m,11.86m,Đông Bắc,,,,,,,land,50301.81086519115,10.758499828583494,106.60877313751027,10.148222651984904,,,,,
EJ9914,"MP 38/8 (Thửa 1002) Trần Thị Hè, khu phố 4, P.Hiệp Thành, Q.12, TP.HCM",5450000.0,84.62,Đất,4m,16.12m,Tây Nam,,,,,,,land,64405.57787757031,10.770624553635821,106.70593140491836,1.263631705193495,,,,,
2XQ28Z,"Thửa 849 - Tờ 18, Đường TL22, P.Thạnh Lộc, Q.12, TP.HCM",4800000.0,54.85,Đất,4.95m,17.83m,Tây Bắc,,,,,,,land,87511.39471285323,10.775785223503467,106.71129307536052,1.4124921533275074,,,,,
ERZEJ4,"Thửa 972 - Tờ 14, Đường TL41, P.Thạnh Lộc, Q.12, TP.HCM",5700000.0,55.39,Đất,6.17m,19.14m,Đông Bắc,,,,,,,land,102906.66185231991,10.781610775203044,106.7104499140674,1.2654063229236365,,,,,
8SKWZ3,"11 - 13 Nội Khu Mỹ Toàn 2, P.Tân Phong, Q.7, TP.HCM",60000000.0,270.27,Đất,12m,18.5m,,,,,,,,land,222000.222000222,10.7197042905994,106.72345479398217,7.162661600342893,,,,,
QAZ0YU,"Thửa 744 - Tờ 39 Liên khu 2-5, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",10500000.0,92.42,Đất,4m,27.91m,Tây,,,,,,,land,113611.77234364855,10.771066949693575,106.60355589562401,10.48616657226327,,,,,
8U9EK3,"Thửa 882 - Tờ 11, Đường Thạnh Lộc 39, P.Thạnh Lộc, Q.12, TP.HCM",5450000.0,58.98,Đất,4m,22.77m,Tây Bắc,,,,,,,land,92404.2048151916,10.785860555182376,106.69259827377225,0.9726874348744697,,,,,
DEBTXH,"Thửa 971-Tờ 21 Hẻm Đường Nguyễn Văn Tạo, Xã Long Thới, H.Nhà Bè, TP.HCM",5000000.0,50.55,Đất,6.83m,16.08m,Đông Bắc,,,,,,,land,98911.96834817014,10.682194039779159,106.72802991512589,11.251307176606069,,,,,
DEQPQH,"Thửa 835 - Tờ 49 hẻm đường Võ Thị Hồi, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",3400000.0,31.92,Đất,5m,21.33m,Đông,,,,,,,land,106516.29072681704,10.89343411411924,106.59580730662627,16.894599262335834,,,,,
GNH3X2,"Thửa 640 - Tờ 51, Đường Vườn Lài, P.An Phú Đông, Q.12, TP.HCM",5300000.0,106.0,Đất,5.28m,9.47m,Đông,,,,,,,land,50000.0,10.770157152731858,106.68960724555389,1.4818103348995353,,,,,
2XSPMZ,"Liên Khu 8-9, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",11900000.0,94.22,Đất,8m,15.72m,Đông Bắc,,,,,,,land,126300.1485884101,10.765138441130448,106.61839969938738,8.965945781057103,,,,,
AKN9HY,"MPN 1B Đường Phạm Quý Thích, P.Tân Quý, Q.Tân Phú, TP.HCM",5950000.0,155.75,Đất,4.25m,9.06m,Nam,,,,,,,land,38202.247191011236,10.787343353068573,106.63297823436312,7.271853296127017,,,,,
92DQ1P,"Thửa 879 - Tờ 11, Đường Thạnh Lộc 39, P.Thạnh Lộc, Q.12, TP.HCM",5450000.0,60.02,Đất,4m,22.77m,Tây Bắc,,,,,,,land,90803.06564478506,10.789211494275001,106.71501388997252,2.0356372465321377,,,,,
W051TR,"Thửa 878 - Tờ 11, Đường Thạnh Lộc 39, P.Thạnh Lộc, Q.12, TP.HCM",5450000.0,60.35,Đất,4m,22.65m,Tây Bắc,,,,,,,land,90306.54515327257,10.78812684600015,106.69562120178026,0.9951035459421135,,,,,
JP7F70,"Thửa 881 - Tờ 11, Đường Thạnh Lộc 39, P.Thạnh Lộc, Q.12, TP.HCM",5450000.0,59.3,Đất,4m,23.03m,Tây Bắc,,,,,,,land,91905.56492411467,10.778795122089265,106.70059176263906,0.2030729100137256,,,,,
KFD13C,"Thửa 574 - Tờ 145 hẻm đường Nguyễn Văn Bứa, Xã Bà Điểm, H.Hóc Môn, TP.HCM",2700000.0,17.62,Đất,5m,30.66m,Đông Bắc,,,,,,,land,153234.9602724177,10.869845554292112,106.6042032333168,14.379176017517448,,,,,
SDGYF5,"Thửa 735 - Tờ 37 hẻm 2640 Huỳnh Tấn Phát, TT.Nhà Bè, H.Nhà Bè, TP.HCM",1880000.0,22.46,Đất,5m,17m,,,,,,,,land,83704.36331255565,10.689549961503374,106.72212280564216,10.295877215591789,,,,,
KJH7KC,"võ văn hát, P.Long Trường, TP.Thủ Đức, TP.HCM",4400000.0,76.12,Đất,5.2m,11.4m,Đông Bắc,,,,,,,land,57803.46820809248,10.863840996280198,106.74108626771455,10.373047908881198,,,,,
EP1M64,"12/8 Lê Văn Thọ, P.14, Q.Gò Vấp, TP.HCM",8800000.0,83.8,Đất,,,Đông,,,,,,,land,105011.93317422435,10.83624795402178,106.68025407527993,6.574349331926026,,,,,
