address,total_price,price_per_m2,area_calculated,latitude,longitude,center_distance_km,số phòng ngủ,số phòng tắm,diện tích sử dụng
"550/31 Lê Hồng Phong, P.10, Q.10, TP.HCM",3350000.0,239.28,14000.334336342361,10.769263263870407,106.69694751280655,1.1858765529857793,2.0,2.0,
"40/2 Ấp Mới 2, Xã Trung Chánh, H.Hóc Môn, TP.HCM",6700000.0,45.64,146801.05170902718,10.888475650345947,106.593909210037,16.63336683161005,3.0,2.0,40.10m²
"Bùi Thị Xuân, P.3, Q.Tân Bình, TP.HCM",7200000.0,141.17,51002.33760714033,10.798490570495936,106.66390210827383,4.363304041419192,2.0,1.0,89.38m²
"220/54/8 Âu Cơ, P.9, Q.Tân Bình, TP.HCM",7500000.0,183.37,40900.91072694552,10.810858287377634,106.64695722764738,6.651464845743633,1.0,1.0,40.90m²
"26A đường số 2B, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",8300000.000000001,128.68,64501.087970158536,10.767643469715122,106.6002841339939,10.882809530289462,1.0,1.0,111.20m²
"116/10/3 Lê Bình, P.4, Q.Tân Bình, TP.HCM",5100000.0,209.01,24400.746375771494,10.80501047023052,106.64317202464855,6.715693535048104,3.0,3.0,74.90m²
"578A/13 Ấp 1, Xã An Phú Tây, H.Bình Chánh, TP.HCM",12000000.0,33.38,359496.704613541,10.687105736955571,106.60049837705442,14.874494734640649,6.0,6.0,
"33/20/3 Thạnh Xuân 33, P.Thạnh Xuân, Q.12, TP.HCM",3850000.0,64.16,60006.23441396509,10.78090907670274,106.7015195398388,0.29952092361836946,2.0,2.0,
"18/8 Đường Phù Đổng Thiên Vương, P.11, Q.5, TP.HCM",6600000.0,151.37,43601.770496135294,10.810612936839126,106.69312371684093,3.4705742821658614,2.0,2.0,124.68m²
"293/31/1H Phan Xích Long, P.2, Q.Phú Nhuận, TP.HCM",6400000.0,188.23,34000.95627689529,10.795986383222088,106.67076609382168,3.5728143012416145,6.0,4.0,57.30m²
"350/30/3 Nguyễn Văn Khối, P.9, Q.Gò Vấp, TP.HCM",6180000.0,201.3,30700.447093889714,10.813753442125062,106.68881895021151,3.919729437642174,3.0,4.0,
"195/1B Tôn Thất Thuyết, P.3, Q.4, TP.HCM",8500000.0,236.11,36000.16941256194,10.759296583821298,106.6661257773148,4.252733733279905,3.0,4.0,113m²
"Điện Biên Phủ, P.17, Q.Bình Thạnh, TP.HCM",9200000.0,132.37,69502.15305582836,10.811928576273525,106.70123664603773,3.5637003333392636,2.0,2.0,147.40m²
"Đường Calmette, P.Nguyễn Thái Bình, Q.1, TP.HCM",28300000.0,375.63,75340.09530655167,10.778915165980152,106.71391623081428,1.6311366880616853,5.0,19.0,416.99m²
"Nguyễn Thị Tần, P.Rạch Ông, Q.8, TP.HCM",3900000.0,157.89,24700.741022230668,10.743387437213949,106.7460031189563,6.52738924379569,2.0,2.0,49.40m²
"Lò Gốm, P.2, Q.6, TP.HCM",6000000.0,132.23,45375.48211449747,10.732508540394596,106.72802267753652,6.115870073790186,1.0,1.0,59.20m²
"1351/36 Đường Phan Văn Trị, P.10, Q.Gò Vấp, TP.HCM",5100000.0,102.61,49702.758015787935,10.815622138003542,106.67650706233398,4.666880431559999,3.0,2.0,100m²
"41/15 đường số 3, P.9, Q.Gò Vấp, TP.HCM",4950000.0,124.37,39800.59499879392,10.826679659650255,106.68018298323753,5.581575725286497,2.0,2.0,
"105/48 đường số 59, P.14, Q.Gò Vấp, TP.HCM",16800000.0,301.61,55701.07091939922,10.81648137154804,106.68360526053979,4.395580030961089,19.0,20.0,276.70m²
"1/21G Đặng Thúc Vịnh, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3450000.0,89.37,38603.55824102047,10.889694174925971,106.57949646583273,17.850549591359453,3.0,2.0,106.80m²
"69/14/30 An Phú Đông 11, P.An Phú Đông, Q.12, TP.HCM",2850000.0,42.47,67106.1926065458,10.787248918019722,106.70592493634564,1.1182965616861202,2.0,2.0,
"193/8B1 Văn Thân, P.8, Q.6, TP.HCM",6200000.0,79.67,77821.01167315175,10.752364437638938,106.69562065773394,3.0558806088083674,2.0,2.0,72.30m²
"30/17 Thạnh Lộc 17, P.Thạnh Lộc, Q.12, TP.HCM",2550000.0,93.06,27401.67633784655,10.775106121421615,106.70536940766522,0.8653710433304113,1.0,1.0,
"40 Đoàn Văn Bơ, P.13, Q.4, TP.HCM",1380000.0,45.54,30303.030303030304,10.823110248756048,106.67017117061037,5.738080951066525,2.0,1.0,30.30m²
"50/1/27 đường 59, P.14, Q.Gò Vấp, TP.HCM",6650000.0,158.33,42000.884229141666,10.81477527785043,106.66602818720256,5.291894155941266,4.0,4.0,
"63/2 Liên Khu 16-18, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",7300000.0,63.58,114815.97986788298,10.775034073360342,106.60774817453692,9.99698089712546,,,114.80m²
"159/48/48 Đường Trần Văn Đang, P.11, Q.3, TP.HCM",4650000.0,136.36,34100.90935758287,10.817403219173835,106.68745107232238,4.349420414574454,2.0,1.0,63m²
"275/138/22 Quang Trung, P.10, Q.Gò Vấp, TP.HCM",6000000.0,84.15,71301.247771836,10.828391883291172,106.6785616888967,5.823823395591657,2.0,1.0,77m²
"766/16/34A Cách Mạng Tháng Tám, P.5, Q.Tân Bình, TP.HCM",3000000.0,283.01,10600.332143740505,10.791360844810704,106.66706764661023,3.722517207545832,3.0,3.0,42.40m²
"70/18 Lò Lu, P.Long Phước, TP.Thủ Đức, TP.HCM",7600000.0,52.85,143803.21665089877,10.86080685890124,106.75335855123211,10.752554108807857,8.0,8.0,104.80m²
"79/15 đường số 18, P.8, Q.Gò Vấp, TP.HCM",4500000.0,146.57,30702.05362625367,10.823991793894045,106.66870532392704,5.908225967669003,2.0,2.0,55.30m²
"568/22 Nguyễn Ảnh Thủ, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",3700000.0,45.51,81300.81300813009,10.897252909718492,106.5936070731154,17.369902943400135,3.0,2.0,
"523/53/15 Lê Đức Thọ, P.16, Q.Gò Vấp, TP.HCM",2750000.0,151.93,18100.440992562362,10.830322368130949,106.6741819112657,6.215473660052416,2.0,2.0,
"Cư Xá Phú Lâm D, P.10, Q.6, TP.HCM",28000000.0,209.52,133638.79343260787,10.740976973633297,106.71228834991665,4.531064367103182,4.0,4.0,
"366 Bùi Hữu Nghĩa, Gia Định, Gò Vấp, TP.HCM",5050000.0,210.41,24000.760420132123,10.832749832004334,106.67531250041047,6.4069924522231165,4.0,3.0,24m²
"74/6/115 đường số 9, P.16, Q.Gò Vấp, TP.HCM",2800000.0,177.21,15800.462727837028,10.822616427653463,106.67139034257308,5.619723103314811,2.0,2.0,19.20m²
"170/16 Dương Quảng Hàm, P.5, Q.Gò Vấp, TP.HCM",4650000.0,223.98,20760.782212697562,10.81921526713151,106.67119610468323,5.318551381764291,2.0,2.0,41.52m²
"50/32/8 đường số 9, P.16, Q.Gò Vấp, TP.HCM",7500000.0,129.31,58000.154667079114,10.813109699005713,106.67382224375271,4.602856007486509,4.0,3.0,165.10m²
"449/6/20 Lê Quang Định, P.12, Q.Bình Thạnh, TP.HCM",7350000.0,148.48,49501.61637931035,10.809408851624864,106.71817770305621,3.888865812705614,4.0,6.0,
"114/66 Dương Quảng Hàm, P.5, Q.Gò Vấp, TP.HCM",10200000.0,159.37,64002.007906130384,10.839059142324388,106.67571153332275,7.0348723979393375,5.0,5.0,
"Lê Đức Thọ, P.17, Q.Gò Vấp, TP.HCM",35500000.0,215.41,164802.00547792582,10.832896549463559,106.67550804885477,6.413228929436366,25.0,25.0,645.30m²
"Quốc lộ 1A, P.Thạnh Lộc, Q.12, TP.HCM",6650000.0,97.65,68100.35842293907,10.787501821217914,106.71606430915296,2.0494196466828782,3.0,4.0,194.30m²
"70/1 Hẻm 347/69 Lê Văn Thọ, P.9, Q.Gò Vấp, TP.HCM",7100000.0,94.26,75323.57309569276,10.836982571855359,106.67623972451689,6.799925508554039,,,75.32m²
"Một phần nhà 13/16 đường số 2, P.Tam Phú, TP.Thủ Đức, TP.HCM",6000000.0,106.57,56301.02280191424,10.834673170652293,106.7591683773005,8.950760871931397,4.0,4.0,142.44m²
"80/11/21 Đường số 5, P.17, Q.Gò Vấp, TP.HCM",9000000.0,176.47,51000.17000056667,10.82893168510455,106.67736242221228,5.9301614198084325,3.0,3.0,174.30m²
"36/31C Đường số 4, KP6, P.Hiệp Bình Phước, TP.Thủ Đức, TP.HCM",7700000.0,96.25,80000.0,10.842855928086037,106.74037475671102,8.313582277024643,2.0,2.0,106.20m²
"Quang Trung, P.8, Q.Gò Vấp, TP.HCM",4900000.0,116.11,42201.360778572045,10.826418194103338,106.68279951401406,5.455020802637088,2.0,2.0,61.80m²
"Ngô Chí Quốc, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",7300000.0,56.15,130008.90471950134,10.85428547641399,106.74993332722468,9.944765256939833,4.0,4.0,
"297/14/3 Phan Huy Ích, P.14, Q.Gò Vấp, TP.HCM",11500000.0,169.36,67902.69248937175,10.832503813693185,106.67498448508267,6.396779481599114,4.0,6.0,236.40m²
"285/101/4C Cách Mạng Tháng Tám, P.12, Q.10, TP.HCM",12500000.0,265.95,47001.316036849035,10.774652097524266,106.70940703224345,1.269214989307063,9.0,10.0,200.30m²
"đường số 7, P.Long Phước, TP.Thủ Đức, TP.HCM",14500000.0,63.54,228202.70695624803,10.852899568303998,106.74257343386054,9.385227775259343,4.0,4.0,297.90m²
"- 7/3 Đường Trương Hán Siêu, P.Đa Kao, Q.1, TP.HCM",12500000.0,110.65,112968.82060551287,10.769113736228148,106.71085738906515,1.7513314294029507,1.0,1.0,
"Cách Mạng Tháng Tám, P.5, Q.Tân Bình, TP.HCM",9200000.0,152.31,60403.12520517366,10.813994828904308,106.6576055010373,5.9025694991733415,2.0,2.0,86.30m²
"Cư Xá Phú Lâm B, P.13, Q.6, TP.HCM",11200000.0,84.33,132811.5735799834,10.823259238127966,106.72998383436527,5.880926130234624,4.0,2.0,145.72m²
"17/18/5 Đường Số 2, khu phố 22, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",6500000.0,109.42,59404.13087186986,10.770674465811668,106.60918130175398,9.878029137338872,4.0,3.0,145m²
"263/49 Liên Khu 4-5, khu phố 5, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",8500000.0,60.24,141102.25763612217,10.773191968663847,106.61878662335248,8.806173523463663,3.0,2.0,180.85m²
"1 Hẻm 2, TP.Thủ Đức, TP.HCM",13500000.0,68.42,197310.72785735165,10.844639386404031,106.75483665624557,9.418582786697224,,,197.30m²
"24 Đường 138, P.Tân Phú, TP.Thủ Đức, TP.HCM",4900000.0,61.25,80000.0,10.785376547629868,106.61624360919657,9.074970598037215,,,80m²
"44/4A Số 16, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",9400000.0,65.91,142618.7225003793,10.769390730350056,106.6060530763538,10.23343707521467,,,142.60m²
"8 Nguyễn Xiển, P.Long Bình, TP.Thủ Đức, TP.HCM",4500000.0,48.59,92611.64848734307,10.860406498404753,106.76320650082671,11.348200255263766,,,92.60m²
"Nguyễn Đình Chiểu, P.4, Q.3, TP.HCM",9180000.0,342.53,26800.572212652907,10.774976044820198,106.73521664801277,3.99349232241697,4.0,4.0,91.70m²
"08 Diệp Minh Tuyền, P.Phước Long B, TP.Thủ Đức, TP.HCM",35000000.0,116.66,300017.1438367907,10.853056707946157,106.74276257428555,9.410704083454828,9.0,9.0,598.90m²
"61/2 Nguyễn Xiển, Trường Thạnh, Q.9, TP.HCM",6800000.0,34.0,200000.0,10.796605806348,106.72095838600372,3.035494861973679,1.0,1.0,62.30m²
"70/28 Hà Thị Đát, P.Tân Quý, Q.Tân Phú, TP.HCM",18500000.0,154.16,120005.18941359626,10.801670711992887,106.61951909850998,9.026105576639289,22.0,22.0,481.60m²
"160/35/14 Đường Nguyễn Văn Quỳ, P.Phú Thuận, Q.7, TP.HCM",7500000.0,134.31,55840.96493187402,10.741363822316323,106.66957656428396,5.332720848587545,4.0,2.0,
"107/15A Lò Siêu, P.16, Q.11, TP.HCM",5510000.0,142.6,38639.55119214587,10.775744803858267,106.7071841886489,0.9977162395231403,,,38.70m²
"501/15H Trần Xuân Soạn, P.Tân Hưng, Q.7, TP.HCM",6740000.0,85.69,78655.61909207609,10.730623629461233,106.66082246584428,6.858055764776675,,,78.65m²
"10 Chu Văn An, P.12, Q.Bình Thạnh, TP.HCM",4750000.0,105.75,44917.25768321513,10.819811360232412,106.69413222761696,4.459702039229585,,,45m²
"102 Tô Ký, P.Đông Hưng Thuận, Q.12, TP.HCM",27000000.0,258.62,104400.2784007424,10.77687978498109,106.71360984150208,1.6268474619702662,1.0,1.0,
"49/2/8A Hoài Thanh, P.14, Q.8, TP.HCM",5110000.0,37.59,135940.40968342643,10.826745172476572,106.6722284496262,5.964183013201226,,,136.20m²
"41/1/5 Đội Cung, P.11, Q.11, TP.HCM",4600000.0,140.67,32700.646904101803,10.764131439704357,106.70799930560614,1.9901762740552964,,,32.70m²
"41/1/1 Đội Cung, P.11, Q.11, TP.HCM",4400000.0,144.26,30500.48523499238,10.785361017003131,106.70559484425375,0.9466904955826634,,,30.50m²
"112A Hoàng Diệu, P.13, Q.4, TP.HCM",8600000.0,176.95,48601.29980220401,10.766343822372109,106.66679630951383,3.8258917588076993,,,48.60m²
"506/49/11B Lạc Long Quân, P.14, Q.11, TP.HCM",5380000.0,97.54,55156.85872462579,10.789724908484118,106.7102947470862,1.65141861779321,,,55.20m²
"24C Tam Châu, P.An Phú Đông, Q.12, TP.HCM",9930000.0,20.75,478554.2168674699,10.770879279044728,106.70642618386475,1.2747946576983085,,,478.70m²
"523/48 Tổ 55 Kp5, P.Hiệp Thành, Q.12, TP.HCM",9400000.0,49.36,190437.60129659643,10.766197142010766,106.7015761296815,1.5286142281664818,,,190.40m²
"18A21 Tân Hòa Đông, P.Phú Lâm, Q.6, TP.HCM",6600000.0,79.51,83008.42661300465,10.79957010341915,106.64973943519891,5.817733103925324,,,83m²
"27/40/34 Huỳnh Tịnh Của, P.8, Q.3, TP.HCM",6500000.0,107.79,60302.43992949253,10.771163048374305,106.73727731982673,4.290640691111647,,,60.30m²
"Hoài Thanh, P.14, Q.8, TP.HCM",3000000.0,0.0,inf,10.752849343494669,106.7133032855811,3.3637438987254695,2.0,2.0,
"218/228/6 Tổ 49 KP4, P.Trung Mỹ Tây, Q.12, TP.HCM",6400000.0,50.27,127312.51243286254,10.762652914739041,106.69252800708267,2.023991596907846,,,127.30m²
